,subject,predicate,object,from,until,object_has_years,subject_has_years,not_imputable_until
9547,John Calipari,has won prize,Adolph Rupp Cup,2010,2015,False,False,False
9548,Bill Self,has won prize,Adolph Rupp Cup,2012,2012,False,False,False
9549,Steve Fisher,has won prize,Adolph Rupp Cup,2011,2011,False,False,False
9550,Roy Williams (coach),has won prize,Adolph Rupp Cup,2006,2006,False,False,False
9551,Bruce Weber (basketball),has won prize,Big 12 Conference Men's Basketball Coach of the Year,2013,2013,False,False,False
9552,Eddie Sutton,has won prize,Big 12 Conference Men's Basketball Coach of the Year,1998,2004,False,False,False
9553,Bill Self,has won prize,Big 12 Conference Men's Basketball Coach of the Year,2006,2009,False,False,False
9554,Roy Williams (coach),has won prize,Big 12 Conference Men's Basketball Coach of the Year,1997,2002,False,False,False
9555,John D. Roberts,has won prize,Tolman Award,1974,1974,False,False,False
9556,Peter Dervan,has won prize,Tolman Award,1999,1999,False,False,False
9557,Harry B. Gray,has won prize,Tolman Award,1979,1979,False,False,False
9558,Ahmed Zewail,has won prize,Tolman Award,1997,1997,False,False,False
9559,F. Sherwood Rowland,has won prize,Tolman Award,1976,1976,False,False,False
9560,M. Frederick Hawthorne,has won prize,Tolman Award,1986,1986,False,False,False
9561,Arnold Orville Beckman,has won prize,Tolman Award,1985,1985,False,False,False
9562,John D. Roberts,has won prize,Glenn T. Seaborg Medal,1991,1991,False,False,False
9563,Donald J. Cram,has won prize,Glenn T. Seaborg Medal,1989,1989,False,False,False
9564,George S. Hammond,has won prize,Glenn T. Seaborg Medal,1994,1994,False,False,False
9565,Evgeny Paton,has won prize,Hero of Socialist Labour,1943,1943,False,False,False
9566,Alexander Oparin,has won prize,Hero of Socialist Labour,1969,1969,False,False,False
9567,Alexander Davydov,has won prize,Hero of Socialist Labour,1982,1982,False,False,False
9568,Mikhail Chumakov,has won prize,Hero of Socialist Labour,1983,1983,False,False,False
9569,John Kingman,has won prize,Guy Medal,1981,2013,False,False,False
9570,Brian D. Ripley,has won prize,Guy Medal,2013,2013,False,False,False
9571,Harold Jeffreys,has won prize,Guy Medal,1962,1962,False,False,False
9572,Jerzy Neyman,has won prize,Guy Medal,1966,1966,False,False,False
9573,Richard Peto,has won prize,Guy Medal,1986,1986,False,False,False
9574,Ryōji Noyori,has won prize,Tetrahedron Prize,1993,1993,False,False,False
9575,Peter Dervan,has won prize,Tetrahedron Prize,2000,2000,False,False,False
9576,Michael J. S. Dewar,has won prize,Tetrahedron Prize,1989,2017,False,False,False
9577,Richard Perham,has won prize,Fellow of the Academy of Medical Sciences,2016,2016,False,False,False
9578,John Savill,has won prize,Fellow of the Academy of Medical Sciences,2016,2016,False,False,False
9579,Gilean McVean,has won prize,Fellow of the Academy of Medical Sciences,2016,2016,False,False,False
9580,David Oates (archaeologist),has won prize,Fellow of the British Academy,1974,1974,False,False,False
9581,Kurt Gödel,has won prize,Fellow of the British Academy,2015,2015,False,False,False
9582,Joan Oates,has won prize,Fellow of the British Academy,2004,2004,False,False,False
9583,Pratibha Gai,has won prize,Fellow of the Institute of Physics,2016,2016,False,False,False
9584,Andrew Peter Mackenzie,has won prize,Fellow of the Institute of Physics,2017,2017,False,False,False
9585,Jason Reese,has won prize,Fellow of the Institute of Physics,2005,2005,False,False,False
9586,Roger Cowley,has won prize,Fellow of the Institute of Physics,2017,2017,False,False,False
9587,Bryan Webber,has won prize,Fellow of the Institute of Physics,1987,1987,False,False,False
9588,Pratibha Gai,has won prize,Fellow of the Royal Society of Chemistry,2016,2016,False,False,False
9589,Stephen Mann (chemist),has won prize,Fellow of the Royal Society of Chemistry,1996,1996,False,False,False
9590,Jean-Marie Tarascon,has won prize,Fellow of the Royal Society of Chemistry,2015,2015,False,False,False
9591,James E. Gunn (astronomer),has won prize,Gruber Prize in Cosmology,2005,2005,False,False,False
9592,Saul Perlmutter,has won prize,Gruber Prize in Cosmology,2007,2007,False,False,False
9593,Kip Thorne,has won prize,Gruber Prize in Cosmology,2016,2016,False,False,False
9594,Ronald Drever,has won prize,Gruber Prize in Cosmology,2016,2016,False,False,False
9595,Richard Ellis (astronomer),has won prize,Gruber Prize in Cosmology,2007,2007,False,False,False
9596,Ignác Gyulay,has won prize,Order of the Red Eagle,1814,1814,False,False,False
9597,Karl August Ferdinand von Borcke,has won prize,Order of the Red Eagle,1815,1815,False,False,False
9598,"Sir James Wylie, 1st Baronet",has won prize,Order of the Red Eagle,1835,1835,False,False,False
9599,Phil Martelli,has won prize,Jim Phelan Award,2004,2004,False,False,False
9600,Tony Bennett (basketball),has won prize,Jim Phelan Award,2007,2007,False,False,False
9601,Ben Howland,has won prize,Jim Phelan Award,2006,2006,False,False,False
9602,Dana Altman,has won prize,Jim Phelan Award,2013,2013,False,False,False
9603,Mikhail Leonidovich Gromov,has won prize,Bolyai Prize,2005,2005,False,False,False
9604,Henri Poincaré,has won prize,Bolyai Prize,1905,1905,False,False,False
9605,Yuri Manin,has won prize,Bolyai Prize,2010,2010,False,False,False
9606,Gary Patterson,has won prize,Liberty Mutual Coach of the Year Award,2009,2009,False,False,False
9607,Nick Saban,has won prize,Liberty Mutual Coach of the Year Award,2008,2008,False,False,False
9608,Gene Chizik,has won prize,Liberty Mutual Coach of the Year Award,2010,2010,False,False,False
9609,Les Miles,has won prize,Liberty Mutual Coach of the Year Award,2011,2011,False,False,False
9610,Daisuke Matsuzaka,has won prize,Eiji Sawamura Award,2001,2001,False,False,False
9611,Masahiro Tanaka,has won prize,Eiji Sawamura Award,2011,2013,False,False,False
9612,Hiroshi Gondoh,has won prize,Eiji Sawamura Award,1961,1961,False,False,False
9613,Shinji Sasaoka,has won prize,Eiji Sawamura Award,1991,1991,False,False,False
9614,Toshiya Sugiuchi,has won prize,Eiji Sawamura Award,2005,2005,False,False,False
9615,Manabu Kitabeppu,has won prize,Eiji Sawamura Award,1982,1986,False,False,False
9616,Hisashi Iwakuma,has won prize,Eiji Sawamura Award,2008,2008,False,False,False
9617,Daisuke Matsuzaka,has won prize,Best Nine Award,1999,2001,False,False,False
9618,Masahiro Tanaka,has won prize,Best Nine Award,2011,2013,False,False,False
9619,Hiroshi Gondoh,has won prize,Best Nine Award,1961,1961,False,False,False
9620,Shinji Sasaoka,has won prize,Best Nine Award,1991,1991,False,False,False
9621,Toshiya Sugiuchi,has won prize,Best Nine Award,2005,2005,False,False,False
9622,Ichiro Suzuki,has won prize,Best Nine Award,1994,2000,False,False,False
9623,Manabu Kitabeppu,has won prize,Best Nine Award,1982,1986,False,False,False
9624,Hisashi Iwakuma,has won prize,Best Nine Award,2004,2008,False,False,False
9625,Daisuke Matsuzaka,has won prize,Nippon Professional Baseball Rookie of the Year Award,1999,1999,False,False,False
9626,Masahiro Tanaka,has won prize,Nippon Professional Baseball Rookie of the Year Award,2007,2007,False,False,False
9627,Hiroshi Gondoh,has won prize,Nippon Professional Baseball Rookie of the Year Award,1961,1961,False,False,False
9628,Masahiro Tanaka,has won prize,Nippon Professional Baseball Most Valuable Player Award,2013,2013,False,False,False
9629,Shinji Sasaoka,has won prize,Nippon Professional Baseball Most Valuable Player Award,1991,1991,False,False,False
9630,Toshiya Sugiuchi,has won prize,Nippon Professional Baseball Most Valuable Player Award,2005,2005,False,False,False
9631,Ichiro Suzuki,has won prize,Nippon Professional Baseball Most Valuable Player Award,1994,1996,False,False,False
9632,Manabu Kitabeppu,has won prize,Nippon Professional Baseball Most Valuable Player Award,1986,1986,False,False,False
9633,Hisashi Iwakuma,has won prize,Nippon Professional Baseball Most Valuable Player Award,2008,2008,False,False,False
9634,Suman Shah,has won prize,Premanand Suvarna Chandrak,2013,2013,False,False,False
9635,Harivallabh Bhayani,has won prize,Premanand Suvarna Chandrak,1987,1987,False,False,False
9636,Mohan Parmar,has won prize,Premanand Suvarna Chandrak,2011,2011,False,False,False
9637,Suman Shah,has won prize,Sahitya Gaurav Puraskar,2014,2014,False,False,False
9638,Harivallabh Bhayani,has won prize,Sahitya Gaurav Puraskar,1989,1989,False,False,False
9639,Chandrakant Sheth,has won prize,Sahitya Gaurav Puraskar,2006,2006,False,False,False
9640,Kumarpal Desai,has won prize,Sahitya Gaurav Puraskar,2009,2009,False,False,False
9641,Pannalal Patel,has won prize,Sahitya Gaurav Puraskar,1986,1986,False,False,False
9642,Alex Robinson,has won prize,Ignatz Award,2006,2006,False,False,False
9643,Seth (cartoonist),has won prize,Ignatz Award,1997,1997,False,False,False
9644,Derek Kirk Kim,has won prize,Ignatz Award,2003,2003,False,False,False
9645,Ramesh Parekh,has won prize,Kumar Suvarna Chandrak,1970,1970,False,False,False
9646,Chandrakant Sheth,has won prize,Kumar Suvarna Chandrak,1964,1964,False,False,False
9647,Radheshyam Sharma,has won prize,Kumar Suvarna Chandrak,2012,2012,False,False,False
9648,Harshad Trivedi,has won prize,Kumar Suvarna Chandrak,2015,2015,False,False,False
9649,Albert Fert,has won prize,CNRS Gold medal,2003,2003,False,False,False
9650,Jean-Pierre Serre,has won prize,CNRS Gold medal,1987,1987,False,False,False
9651,Alain Connes,has won prize,CNRS Gold medal,2004,2004,False,False,False
9652,Chandrakant Sheth,has won prize,Dhanji Kanji Gandhi Suvarna Chandrak,1986,1986,False,False,False
9653,Radheshyam Sharma,has won prize,Dhanji Kanji Gandhi Suvarna Chandrak,1995,1995,False,False,False
9654,Kumarpal Desai,has won prize,Dhanji Kanji Gandhi Suvarna Chandrak,2001,2001,False,False,False
9655,Chandrakant Sheth,has won prize,Narsinh Mehta Award,2005,2005,False,False,False
9656,Chinu Modi,has won prize,Narsinh Mehta Award,2008,2010,False,False,False
9657,Harish Meenashru,has won prize,Narsinh Mehta Award,2014,2014,False,False,False
9658,Kuvempu,has won prize,Jnanpith Award,1967,1967,False,False,False
9659,Pannalal Patel,has won prize,Jnanpith Award,1985,1985,False,False,False
9660,Raghuveer Chaudhari,has won prize,Jnanpith Award,2015,2015,False,False,False
9661,Ramdhari Singh Dinkar,has won prize,Jnanpith Award,1972,1972,False,False,False
9662,Charles Oatley,has won prize,Mullard Award,1973,1973,False,False,False
9663,James Black (pharmacologist),has won prize,Mullard Award,1978,1978,False,False,False
9664,David Jack (scientist),has won prize,Mullard Award,1991,1991,False,False,False
9665,Harish Meenashru,has won prize,Vali Gujarati Gazal Award,2012,2012,False,False,False
9666,Bhagwatikumar Sharma,has won prize,Vali Gujarati Gazal Award,2011,2011,False,False,False
9667,Rajendra Shukla,has won prize,Vali Gujarati Gazal Award,2009,2009,False,False,False
9668,Al Gore,owns,Current TV,2005,2013,False,False,False
9669,Ayhan Şahenk,owns,Kanal D,1993,1994,False,False,False
9670,Michael Heisley,owns,Vancouver Grizzlies,2000,2001,False,False,False
9671,Kirk Kerkorian,owns,Desert Inn,1988,1993,False,False,False
9672,Howard Hughes,owns,Desert Inn,1967,1988,False,False,False
9673,Moe Dalitz,owns,Desert Inn,1964,1967,False,False,False
9674,ITT Corporation,owns,Desert Inn,1993,1998,False,False,False
9675,Emil Sick,owns,Sick's Stadium,1938,1964,False,False,False
9676,Seattle,owns,Sick's Stadium,1965,1979,False,False,False
9677,Juan Serrallés Colón,owns,Teatro Fox Delicias,1928,1989,False,False,False
9678,Armed Forces (sports society),owns,FC CSKA Kyiv,1934,1992,False,False,False
9679,John W. Albaugh,owns,Lafayette Square Opera House,1895,1905,False,False,False
9680,The Shubert Organization,owns,Lafayette Square Opera House,1905,1940,False,False,False
9681,Aydın Doğan,owns,Star TV (Turkey),2005,2011,False,False,False
9682,Cem Uzan,owns,Star TV (Turkey),1989,2004,False,False,False
9683,Ahmet Özal,owns,Star TV (Turkey),1989,1992,False,False,False
9684,Cornelius Vanderbilt,owns,Allaire Iron Works,1850,1869,False,False,False
9685,Sam Schulman,owns,Seattle SuperSonics,1967,1983,False,False,False
9686,Howard Schultz,owns,Seattle SuperSonics,2001,2006,False,False,False
9687,Barry Ackerley,owns,Seattle SuperSonics,1983,2001,False,False,False
9688,Professional Basketball Club LLC,owns,Seattle SuperSonics,2006,2008,False,False,False
9689,George Halas,owns,Orange/Newark Tornadoes,1939,1941,False,False,False
9690,Edwin Simandl,owns,Orange/Newark Tornadoes,1929,1938,False,False,False
9691,Roman Abramovich,owns,Quality Sports Investments,100,100,False,False,False
9692,News Corporation,owns,FSN Chicago,1997,2005,False,False,False
9693,Jerry Reinsdorf,owns,FSN Chicago,1982,1987,False,False,False
9694,News Corporation,owns,BTV Cinema,2009,2010,False,False,False
9695,News Corporation,owns,Nickelodeon (Southeast Asia),1992,1996,False,False,False
9696,News Corporation,owns,Fox Interactive,1994,2003,False,False,False
9697,Vivendi,owns,Fox Interactive,2003,2006,False,False,False
9698,News Corporation,owns,ESPN Asia,1992,2013,False,False,False
9699,News Corporation,owns,Fox Digital Entertainment,2007,2013,False,False,False
9700,Independent business,owns,Fox Digital Entertainment,2002,2007,False,False,False
9701,News Corporation,owns,BTV Comedy,2009,2010,False,False,False
9702,News Corporation,owns,MTV Southeast Asia,1992,1994,False,False,False
9703,News Corporation,owns,BTV (Bulgaria),2000,2010,False,False,False
9704,Howard & Wyndham Ltd,owns,"King's Theatre, Glasgow",1904,1967,False,False,False
9705,Huron Broadcasting,owns,CJIC-TV,1976,1990,False,False,False
9706,Huron Broadcasting,owns,CKCY (AM),1976,1985,False,False,False
9707,Mid-Canada Communications,owns,CKCY (AM),1988,1990,False,False,False
9708,Jimmy O'Donnell,owns,Cleveland Tigers (NFL),1920,1922,False,False,False
9709,American Broadcasting-Paramount Theatres,owns,Worldvision Enterprises,1953,1973,False,False,False
9710,St. Louis Cardinals,owns,Sportsman's Park,1953,1966,False,False,False
9711,St. Louis Cardinals,owns,Buffalo Stadium,1928,1958,False,False,False
9712,Anheuser-Busch,owns,Buffalo Stadium,1958,1960,False,False,False
9713,Houston Astros,owns,Buffalo Stadium,1961,1963,False,False,False
9714,Granada plc,owns,ITV Meridian,2000,2004,False,False,False
9715,UBM plc,owns,ITV Meridian,1996,2000,False,False,False
9716,The Shubert Organization,owns,Maxine Elliott Theatre,1908,1956,False,False,False
9717,Viacom,owns,Harmonix,2006,2010,False,False,False
9718,Viacom,owns,MTV Indonesia,1995,2015,False,False,False
9719,Dino Bravo,owns,Lutte Internationale,1982,1986,False,False,False
9720,Rick Martel,owns,Lutte Internationale,1984,1986,False,False,False
9721,André the Giant,owns,Lutte Internationale,1980,1984,False,False,False
9722,Gino Brito,owns,Lutte Internationale,1980,1987,False,False,False
9723,Sorenson Molecular Genealogy Foundation,owns,GeneTree,2001,2013,False,False,False
9724,"Green Bay Packers, Inc.",owns,Green Bay Packers,360,760,False,False,False
9725,Tele München Gruppe,owns,ATV (Austria),1997,2017,False,False,False
9726,Stu Hart,owns,Stampede Wrestling,1948,1984,False,False,False
9727,Vince McMahon,owns,Stampede Wrestling,1984,1985,False,False,False
9728,Bruce Hart (wrestler),owns,Stampede Wrestling,1985,1989,False,False,False
9729,State Rail Authority,owns,"North Coast railway line, New South Wales",1980,2003,False,False,False
9730,London Transport Board,owns,Chesham branch,1963,1970,False,False,False
9731,Greater London Council,owns,Chesham branch,1970,1984,False,False,False
9732,London Transport Executive,owns,Chesham branch,1948,1963,False,False,False
9733,Metropolitan Railway,owns,Chesham branch,1889,1933,False,False,False
9734,London Regional Transport,owns,Chesham branch,1984,2000,False,False,False
9735,London Passenger Transport Board,owns,Chesham branch,1933,1948,False,False,False
9736,Viacom International,owns,Nickelodeon India,1999,2007,False,False,False
